date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:15:15	29581/29581	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:41%20GMT	https://colorlib.com/polygon/gentelella/index.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/index-2.html	(from https://colorlib.com/polygon/gentelella/)
21:15:15	4077/4077	---M--	200	added ('OK')	image/jpeg	etag:%225dce9555-fed%22	https://colorlib.com/polygon/gentelella/images/img.jpg	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/images/img.jpg	(from https://colorlib.com/polygon/gentelella/)
21:15:15	23392/23392	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:41%20GMT	https://colorlib.com/polygon/gentelella/index2.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/index2.html	(from https://colorlib.com/polygon/gentelella/)
21:15:15	25347/25347	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:41%20GMT	https://colorlib.com/polygon/gentelella/index3.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/index3.html	(from https://colorlib.com/polygon/gentelella/)
21:15:16	43932/43932	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:39%20GMT	https://colorlib.com/polygon/gentelella/form.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/form.html	(from https://colorlib.com/polygon/gentelella/)
21:15:17	69273/69273	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:38%20GMT	https://colorlib.com/polygon/gentelella/form_advanced.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/form_advanced.html	(from https://colorlib.com/polygon/gentelella/)
21:15:17	14167/14167	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:38%20GMT	https://colorlib.com/polygon/gentelella/form_validation.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/form_validation.html	(from https://colorlib.com/polygon/gentelella/)
21:15:17	23461/23461	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:39%20GMT	https://colorlib.com/polygon/gentelella/form_wizards.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/form_wizards.html	(from https://colorlib.com/polygon/gentelella/)
21:15:18	10881/10881	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:38%20GMT	https://colorlib.com/polygon/gentelella/form_upload.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/form_upload.html	(from https://colorlib.com/polygon/gentelella/)
21:15:18	22587/22587	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:38%20GMT	https://colorlib.com/polygon/gentelella/form_buttons.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/form_buttons.html	(from https://colorlib.com/polygon/gentelella/)
21:15:19	54339/54339	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:40%20GMT	https://colorlib.com/polygon/gentelella/general_elements.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/general_elements.html	(from https://colorlib.com/polygon/gentelella/)
21:15:19	15294/15294	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:43%20GMT	https://colorlib.com/polygon/gentelella/media_gallery.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/media_gallery.html	(from https://colorlib.com/polygon/gentelella/)
21:15:19	12169/12169	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:47%20GMT	https://colorlib.com/polygon/gentelella/typography.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/typography.html	(from https://colorlib.com/polygon/gentelella/)
21:15:20	90198/90198	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:40%20GMT	https://colorlib.com/polygon/gentelella/icons.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/icons.html	(from https://colorlib.com/polygon/gentelella/)
21:15:20	56433/56433	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:40%20GMT	https://colorlib.com/polygon/gentelella/glyphicons.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/glyphicons.html	(from https://colorlib.com/polygon/gentelella/)
21:15:21	24954/24954	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:47%20GMT	https://colorlib.com/polygon/gentelella/widgets.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/widgets.html	(from https://colorlib.com/polygon/gentelella/)
21:15:21	14031/14031	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:42%20GMT	https://colorlib.com/polygon/gentelella/invoice.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/invoice.html	(from https://colorlib.com/polygon/gentelella/)
21:15:21	21035/21035	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:40%20GMT	https://colorlib.com/polygon/gentelella/inbox.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/inbox.html	(from https://colorlib.com/polygon/gentelella/)
21:15:22	13350/13350	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:35%20GMT	https://colorlib.com/polygon/gentelella/calendar.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/calendar.html	(from https://colorlib.com/polygon/gentelella/)
21:15:22	19890/19890	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:47%20GMT	https://colorlib.com/polygon/gentelella/tables.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/tables.html	(from https://colorlib.com/polygon/gentelella/)
21:15:22	78734/78734	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:46%20GMT	https://colorlib.com/polygon/gentelella/tables_dynamic.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/tables_dynamic.html	(from https://colorlib.com/polygon/gentelella/)
21:15:23	14462/14462	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:36%20GMT	https://colorlib.com/polygon/gentelella/chartjs2.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/chartjs2.html	(from https://colorlib.com/polygon/gentelella/)
21:15:23	14512/14512	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:35%20GMT	https://colorlib.com/polygon/gentelella/chartjs.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/chartjs.html	(from https://colorlib.com/polygon/gentelella/)
21:15:24	14752/14752	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:43%20GMT	https://colorlib.com/polygon/gentelella/morisjs.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/morisjs.html	(from https://colorlib.com/polygon/gentelella/)
21:15:24	18942/18942	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:37%20GMT	https://colorlib.com/polygon/gentelella/echarts.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/echarts.html	(from https://colorlib.com/polygon/gentelella/)
21:15:24	13800/13800	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:44%20GMT	https://colorlib.com/polygon/gentelella/other_charts.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/other_charts.html	(from https://colorlib.com/polygon/gentelella/)
21:15:25	9688/9688	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:37%20GMT	https://colorlib.com/polygon/gentelella/fixed_sidebar.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/fixed_sidebar.html	(from https://colorlib.com/polygon/gentelella/)
21:15:25	9691/9691	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:37%20GMT	https://colorlib.com/polygon/gentelella/fixed_footer.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/fixed_footer.html	(from https://colorlib.com/polygon/gentelella/)
21:15:26	14448/14448	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:37%20GMT	https://colorlib.com/polygon/gentelella/e_commerce.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/e_commerce.html	(from https://colorlib.com/polygon/gentelella/)
21:15:26	18987/18987	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:46%20GMT	https://colorlib.com/polygon/gentelella/projects.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/projects.html	(from https://colorlib.com/polygon/gentelella/)
21:15:27	20734/20734	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:36%20GMT	https://colorlib.com/polygon/gentelella/contacts.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/contacts.html	(from https://colorlib.com/polygon/gentelella/)
21:15:27	14142/14142	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:46%20GMT	https://colorlib.com/polygon/gentelella/project_detail.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/project_detail.html	(from https://colorlib.com/polygon/gentelella/)
21:15:27	17867/17867	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:45%20GMT	https://colorlib.com/polygon/gentelella/profile.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/profile.html	(from https://colorlib.com/polygon/gentelella/)
21:15:27	2003/2003	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:44%20GMT	https://colorlib.com/polygon/gentelella/page_403.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/page_403.html	(from https://colorlib.com/polygon/gentelella/)
21:15:28	2015/2015	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:44%20GMT	https://colorlib.com/polygon/gentelella/page_404.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/page_404.html	(from https://colorlib.com/polygon/gentelella/)
21:15:28	2065/2065	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:44%20GMT	https://colorlib.com/polygon/gentelella/page_500.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/page_500.html	(from https://colorlib.com/polygon/gentelella/)
21:15:28	10472/10472	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:45%20GMT	https://colorlib.com/polygon/gentelella/plain_page.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/plain_page.html	(from https://colorlib.com/polygon/gentelella/)
21:15:29	2482/2482	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:42%20GMT	https://colorlib.com/polygon/gentelella/login.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/login.html	(from https://colorlib.com/polygon/gentelella/)
21:15:30	15133/15133	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:45%20GMT	https://colorlib.com/polygon/gentelella/pricing_tables.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/pricing_tables.html	(from https://colorlib.com/polygon/gentelella/)
21:15:30	9413/9413	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:08:42%20GMT	https://colorlib.com/polygon/gentelella/level2.html	E:/5/downloadTemplate/back-end/colorlib.com/polygon/gentelella/level2.html	(from https://colorlib.com/polygon/gentelella/)
21:15:31	85578/85578	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db19858-14e4a%22	https://colorlib.com/polygon/vendors/jquery/dist/jquery.min.js	E:/5/downloadTemplate/back-end/colorlib.com/polygon/vendors/jquery/dist/jquery.min.js	(from https://colorlib.com/polygon/gentelella/)
21:15:31	78635/78635	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db19858-1332b%22	https://colorlib.com/polygon/vendors/bootstrap/dist/js/bootstrap.bundle.min.js	E:/5/downloadTemplate/back-end/colorlib.com/polygon/vendors/bootstrap/dist/js/bootstrap.bundle.min.js	(from https://colorlib.com/polygon/gentelella/)
21:15:31	25965/25965	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db19858-656d%22	https://colorlib.com/polygon/vendors/fastclick/lib/fastclick.js	E:/5/downloadTemplate/back-end/colorlib.com/polygon/vendors/fastclick/lib/fastclick.js	(from https://colorlib.com/polygon/gentelella/)
21:15:32	11565/11565	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db19858-2d2d%22	https://colorlib.com/polygon/vendors/nprogress/nprogress.js	E:/5/downloadTemplate/back-end/colorlib.com/polygon/vendors/nprogress/nprogress.js	(from https://colorlib.com/polygon/gentelella/)
21:15:32	147169/147169	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db19858-23ee1%22	https://colorlib.com/polygon/vendors/Chart.js/dist/Chart.min.js	E:/5/downloadTemplate/back-end/colorlib.com/polygon/vendors/Chart.js/dist/Chart.min.js	(from https://colorlib.com/polygon/gentelella/)
21:15:33	17848/17848	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db19858-45b8%22	https://colorlib.com/polygon/vendors/gauge.js/dist/gauge.min.js	E:/5/downloadTemplate/back-end/colorlib.com/polygon/vendors/gauge.js/dist/gauge.min.js	(from https://colorlib.com/polygon/gentelella/)
21:15:34	2333/2333	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db19858-91d%22	https://colorlib.com/polygon/vendors/bootstrap-progressbar/bootstrap-progressbar.min.js	E:/5/downloadTemplate/back-end/colorlib.com/polygon/vendors/bootstrap-progressbar/bootstrap-progressbar.min.js	(from https://colorlib.com/polygon/gentelella/)
21:15:34	19025/19025	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db19858-4a51%22	https://colorlib.com/polygon/vendors/skycons/skycons.js	E:/5/downloadTemplate/back-end/colorlib.com/polygon/vendors/skycons/skycons.js	(from https://colorlib.com/polygon/gentelella/)
